0,1,2,3,4,5,6,7,8,9,10,11,12,13,binary_label
1866.json,true,Californias credit rating is the worst in the country.,"economy,message-machine,state-budget",jerry-brown,,California,democrat,0.0,0.0,3.0,2.0,0.0,a video on his campaign website,1
6171.json,mostly-true,"Just in the past 10 years, college tuition has increased 28 percent.",education,albio-sires,Congressman,New Jersey,democrat,0.0,0.0,0.0,1.0,0.0,a speech on the House floor,1
6134.json,half-true,"70 percent of the people who voted on June 5, 2012, just didnt feel comfortable with the recall of the governor, weakening any idea that Wisconsin is fully behind this Walker agenda.","elections,polls,voting-record",peter-barca,State Representative,Wisconsin,democrat,0.0,2.0,2.0,3.0,1.0,a speech,1
11068.json,half-true,"134,000 (criminal) aliens have been released by the (Obama) administration in just the past two years.","crime,immigration",hans-von-spakovsky,,,republican,0.0,0.0,1.0,0.0,0.0,an article on the Heritage Foundation website,1
4657.json,mostly-true,"Says if you are shot in the city of Newark, you have over an 80 percent chance that youve been arrested before an average of 10 times.","crime,criminal-justice,guns",cory-booker,U.S. senator,New Jersey,democrat,0.0,4.0,2.0,8.0,0.0,a radio interview on WBGO’s “Newark Today”,1
777.json,mostly-true,McCain intervened on behalf of Charles Keating with federal regulators... that allowed Keating to continue his fraud at an incredible cost to taxpayers.,candidates-biography,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a Web site,1
7923.json,true,"Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.",guns,joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,a tweet from Barack Obama's Twitter feed,1
10444.json,true,Only 18 percent of jobs are accessible by transit for metro Atlanta residents. 33 percent for those living in the city.,"economy,transportation",keith-parker,"General Manager, MARTA",Georgia,none,0.0,0.0,0.0,0.0,0.0,a Twitter post,1
98.json,true,"With those first principles, it allowed a fellow like me to get in his truck and go from one end of the state to the other; started 20 points down and wound up 20 points ahead on election night.",elections,fred-thompson,Actor,Tennessee,republican,1.0,4.0,3.0,3.0,0.0,"Washington, D.C.",1
3547.json,half-true,I have the No. 1 show on NBC.,"candidates-biography,pop-culture",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"an interview on NBC's ""Today"" show",1
691.json,true,That luxury jet was over the top. I put it on eBay.,transportation,sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,"a speech in St. Paul, Minn.",1
3358.json,half-true,Thirty-five states have accepted high-speed intercity rail money.,"stimulus,transportation",raymond-lahood,"Secretary, U.S. Department of Transportation",Illinois,republican,0.0,1.0,1.0,1.0,0.0,a speech to the American Association of State Highway and Transportation Officials.,1
10714.json,half-true,Says Hillary Clinton completely ignored dozens and dozens of requests for more security for the Benghazi consulate.,"candidates-biography,terrorism",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,"comments on CNN's ""State of the Union""",1
11981.json,half-true,There is no evidence to support the claim that Guantanamo is used as a recruiting tool for terrorists.,terrorism,joe-heck,Congressman,Nevada,republican,0.0,0.0,2.0,0.0,0.0,a press release,1
10973.json,half-true,My support from young voters -- those 18 to 24 -- in November 2014 was largely unheard of for a Republican.,elections,scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a speech,1
527.json,true,"John McCain opposed bankruptcy protections for families ""who were only in bankruptcy because of medical expenses they couldn't pay.""",bankruptcy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a speech in Chicago, Ill.",1
9466.json,mostly-true,Thousands of Westerners and Americans are fighting with extremists in eastern Syria and Iraq.,"homeland-security,iraq,islam,military,terrorism",mike-rogers,national security commentator for CNN,Michigan,republican,1.0,1.0,1.0,2.0,1.0,"an interview on ""Fox News Sunday""",1
12634.json,mostly-true,Says Hillary Clinton was literally present when we pressed the reset button with Russia just a few months after Russia had invaded Georgia.,foreign-policy,tom-cotton,U.S. House of Representatives,Arkansas,republican,3.0,4.0,2.0,3.0,1.0,"an interview on ""Meet the Press""",1
1624.json,true,Our national debt ... is on track to exceed the size of our entire economy ... in just two more years.,federal-budget,john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,an op-ed in the Des Moines Register,1
697.json,half-true,I will keep taxes low and cut them where I can. My opponent will raise them.,taxes,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"St. Paul, Minn.",1
2300.json,mostly-true,"The IRS filed an $11,000 lien against (Allen) West for back taxes. Three liens were placed on his home for unpaid bills, and a judge ordered West to pay over $5,000 for past due credit card bills.","candidates-biography,message-machine",ron-klein,,Florida,democrat,0.0,2.0,0.0,1.0,0.0,a campaign TV advertisement.,1
8668.json,half-true,Says he would have almost twice the actual experience practicing law Greg Abbott did on becoming attorney general of Texas.,candidates-biography,sam-houston,,,democrat,0.0,0.0,1.0,0.0,0.0,a campaign web page,1
7068.json,half-true,Gubernatorial candidate Maggie Hassan supported 33 tax and fee increases as Senate Majority Leader.,taxes,republican-governors-association,,"Washington, D.C.",republican,5.0,1.0,6.0,4.0,2.0,an ad titled “Hiding”,1
5321.json,true,"If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent.","economy,jobs",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"a speech in Las Vegas, Nev., on Feb. 4, 2012",1
8394.json,true,A congressional laundry closed due to the partial government shutdown.,"debt,federal-budget",roger-williams,Businessman,Texas,republican,3.0,2.0,2.0,0.0,1.0,as quoted in a newspaper article,1
9951.json,half-true,"Says Scott Walker cut taxes for the wealthiest and raised taxes on 140,000 Wisconsin families.","housing,income,message-machine-2014,poverty,taxes",mary-burke,Madison school board member,Wisconsin,democrat,5.0,5.0,11.0,8.0,3.0,a TV ad,1
9300.json,half-true,"If you work 40 hours a week at the proposed minimum wage of $10.10 an hour, you get out of poverty.","children,economy,families,jobs,poverty",charles-schumer,Senator,New York,democrat,2.0,2.0,2.0,3.0,0.0,an interview on MSNBC,1
13388.json,half-true,"In one Colorado hospital, 50 percent of newborns tested had marijuana in their system.",marijuana,arizonans-responsible-drug-policy,,,none,1.0,0.0,1.0,0.0,0.0,a political advertisement,1
6549.json,half-true,"Republicans included the Akin amendment in the Republican Party platform, which bans abortion, even for rape victims.","abortion,message-machine-2012",charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,a Tampa Bay Times op-ed,1
7260.json,true,Gross income tax receipts are exceeding the Administrations projections for this fiscal year prior to Sandy.,state-finances,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,State of the State address,1
1590.json,true,"Because of a local version of Amendment 4, the taxpayers of St. Pete Beach have had to pay hundreds of thousands in legal bills.","economy,florida-amendments,taxes",citizens-lower-taxes-and-stronger-economy,,Florida,none,1.0,0.0,2.0,0.0,1.0,an Internet ad.,1
1101.json,mostly-true,"Doctors, nurses, hospitals, even the pharmaceutical industry, (and) AARP say that health reform makes sense to do.",health-care,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech on health care reform,1
8325.json,half-true,One out of four corporations doesnt pay a nickel in (federal income) taxes.,taxes,bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,"a segment of CNN's ""Crossfire""",1
1097.json,mostly-true,There were more job losses per month in the last three months under President Bush than in the past three months under President Obama.,"economy,stimulus",steny-hoyer,House Majority Leader,Maryland,democrat,0.0,1.0,3.0,4.0,0.0,a statement on the House floor.,1
8959.json,half-true,Oregon and the federal government now have more than one million acres of burnt land and millions of trees are being left to rot.,environment,gordon-challstrom,Gubernatorial candidate,Oregon,republican,0.0,0.0,1.0,0.0,0.0,a campaign website statement,1
3784.json,half-true,"Scary fact about our national debt. In 1791 it was $75 million. Today, it rises by that amount in about an hour.",federal-budget,adam-hasner,,Florida,republican,2.0,1.0,4.0,4.0,0.0,a tweet,1
6001.json,mostly-true,Says he earned the highest possible credit ratings as state treasurer.,"government-efficiency,job-accomplishments,message-machine-2012",josh-mandel,Ohio treasurer,Ohio,republican,4.0,5.0,4.0,5.0,6.0,a campaign commercial,1
9179.json,true,The Capitol rotunda was actually made to invite the people in and to accommodate protests.,legal-issues,chris-taylor,,,democrat,1.0,0.0,0.0,1.0,0.0,a video,1
11389.json,mostly-true,More preschoolers are shot dead each year than police officers are in the line of duty.,guns,nicholas-kristof,,,none,0.0,1.0,0.0,2.0,0.0,a New York Times op-ed,1
2858.json,half-true,The health care reform law reduces the deficit by nearly $1.2 trillion over the next two decades.,"deficit,economy,health-care",bobby-scott,U.S. Congressman,Virginia,democrat,1.0,2.0,1.0,5.0,0.0,in a news release.,1
12055.json,mostly-true,Americans havent had a raise in 15 years.,income,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a Hillary for America ad,1
963.json,mostly-true,"We had bipartisan legislation that got through the Senate that would have prevented bonuses like AIG's ""and then somehow mysteriously disappeared.""","corporations,economy",ron-wyden,U.S. Senator,Oregon,democrat,0.0,1.0,0.0,3.0,0.0,an interview on The Rachel Maddow Show,1
3115.json,true,The United States has one of the highest corporate tax rates in the world.,"corporations,economy,taxes",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,the State of the Union address,1
290.json,mostly-true,"Barack (Obama) has one of his biggest supporters in terms of funding, the Exelon Corporation, which has spent millions of dollars trying to make Yucca Mountain the waste depository.",ethics,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,Las Vegas,1
11935.json,mostly-true,The Arizona State Board of Educations failure to report teachers whose certifications have been revoked or suspended ... resulted in the death of a student.,education,diane-douglas,State Superintendent of Public Instruction,,education-official,0.0,0.0,0.0,1.0,0.0,remarks made during a state Senate Education Committee meeting.,1
2022.json,half-true,Law enforcement in the state of Arizona supports the state's new immigration law.,immigration,jan-brewer,,Arizona,republican,3.0,1.0,1.0,0.0,1.0,a Fox News interview with Greta Van Susteren,1
1852.json,true,"Charlie Crist ""bizarrely vetoed"" $9.7 million for a teaching hospital at the University of Florida ""despite having previously argued the budget request had merit.""","health-care,state-budget",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,comments on his campaign website,1
11944.json,mostly-true,About 70 percentof Republicans nationwide ...dont think Donald Trump is the right guy to take on Hillary Clinton in November.,"elections,polls",ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,"an interview on ""Meet the Press""",1
1585.json,mostly-true,House Speaker Nancy Pelosi said this week that the Democrats have to pass their terrible health care bill so that the American people can actually find out what's in it.,health-care,republican-party-texas,,Texas,republican,3.0,1.0,1.0,3.0,1.0,an e-mail blast,1
9696.json,mostly-true,"Israel in the last three weeks haskilled more Palestinian children, more than 200, than the total number of Israeli soldiers killed in military operations since 2006.","children,foreign-policy,israel,military",jake-tapper,"Host of CNN's ""The Lead""",,journalist,0.0,0.0,0.0,1.0,0.0,comments on CNN,1
1546.json,mostly-true,Our graduation rate is the highest it's ever been.,education,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,his State of the State address,1
13219.json,mostly-true,"Says Patrick Murphy supports a gun ban on commonly owned semi-automatic firearms used for hunting, recreational shooting and self defense.",guns,national-rifle-association,,,none,3.0,5.0,1.0,5.0,3.0,a campaign mailer,1
